--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
247|PUPITAR   |ROCK/GROUND      |  56| 143|  21|  33| 121|  35|SHED SKIN   |-------     |
248|TYRANITAR |ROCK/DARK        | 153| 122|  47|  13| 120| 146|SAND STREAM |-------     |
249|LUGIA     |PSYCHIC/FLYING   | 131| 148| 104|  62| 109| 127|PRESSURE    |-------     |
250|HO-OH     |FIRE/FLYING      |  81| 162| 102|  54| 120| 160|PRESSURE    |-------     |
251|CELEBI    |PSYCHIC/GRASS    | 170|  27| 187|  72|  58|  85|NATURAL CURE|-------     |LUM BERRY (100%)
252|TREECKO   |GRASS            |  69|  61|  30|  49|  35|  67|OVERGROW    |-------     |
253|GROVYLE   |GRASS            |  81|  88| 130|  62|  20|  24|OVERGROW    |-------     |
254|SCEPTILE  |GRASS            |  56| 101| 187|  84|  42|  60|OVERGROW    |-------     |
255|TORCHIC   |FIRE             |  64|  55|  20|  50|  72|  49|BLAZE       |-------     |
256|COMBUSKEN |FIRE/FIGHTING    |  49| 122|  44|  35| 122|  33|BLAZE       |-------     |
257|BLAZIKEN  |FIRE/FIGHTING    |  93|  25| 132| 154|  16| 110|BLAZE       |-------     |
258|MUDKIP    |WATER            |  48|  60|  58|  20|  63|  62|TORRENT     |-------     |
259|MARSHTOMP |WATER/GROUND     |  98| 108|  22|  54|  24|  98|TORRENT     |-------     |
260|SWAMPERT  |WATER/GROUND     | 132|  51|  68| 125|  89|  69|TORRENT     |-------     |
261|POOCHYENA |DARK             |  31|  42|  33|  11|  81|  23|RUN AWAY    |-------     |PECHA BERRY (rare)
262|MIGHTYENA |DARK             |  88|  95|  36|  59|  56|  85|INTIMIDATE  |-------     |PECHA BERRY (rare)
263|ZIGZAGOON |NORMAL           |  56|  38|  40|  32|  19|  55|PICKUP      |-------     |ORAN BERRY (rare)
264|LINOONE   |NORMAL           |  52|  90|  34|  92|  93|  59|PICKUP      |-------     |ORAN BERRY (common), SITRUS BERRY (rare)
265|WURMPLE   |BUG              |  53|  22|  42|  18|  19|  40|SHIELD DUST |-------     |
266|SILCOON   |BUG              |  42|  39|  34|  14|  43|  33|SHED SKIN   |-------     |
267|BEAUTIFLY |BUG/FLYING       |  62|  66|  40|  81|  69|  67|SWARM       |-------     |SILVERPOWDER (rare)
268|CASCOON   |BUG              |  48|  42|  42|  34|  23|  17|SHED SKIN   |-------     |
269|DUSTOX    |BUG/POISON       |  62|  65|  85|  80|  30|  63|SHIELD DUST |-------     |SILVERPOWDER (rare)
270|LOTAD     |WATER/GRASS      |  43|  25|  44|  46|  12|  50|SWIFT SWIM  |RAIN DISH   |
271|LOMBRE    |WATER/GRASS      |  54|  59|  87|  43|  41|  56|SWIFT SWIM  |RAIN DISH   |
272|LUDICOLO  |WATER/GRASS      |  97|  57|  92|  86|  54|  93|SWIFT SWIM  |RAIN DISH   |
273|SEEDOT    |GRASS            |  46|  43|  14|  33|  42|  42|CHLOROPHYLL |EARLY BIRD  |
274|NUZLEAF   |GRASS/DARK       |  64|  26|  79|  21|  77|  73|CHLOROPHYLL |EARLY BIRD  |
275|SHIFTRY   |GRASS/DARK       |  81|  49|  26| 111|  81| 132|CHLOROPHYLL |EARLY BIRD  |
276|TAILLOW   |NORMAL/FLYING    |  62|  84|  17|  29|  36|  42|GUTS        |-------     |
277|SWELLOW   |NORMAL/FLYING    |  77| 150|  14|  95|  46|  48|GUTS        |-------     |
278|WINGULL   |WATER/FLYING     |  39|  54|  47|  24|  56|  51|KEEN EYE    |-------     |
279|PELIPPER  |WATER/FLYING     |  24| 100|  69|  41|  91| 104|KEEN EYE    |-------     |
280|RALTS     |PSYCHIC          |  23|  29|  45|  47|  26|  28|SYNCHRONIZE |TRACE       |
281|KIRLIA    |PSYCHIC          |  45|  43|  19|  63|  46|  62|SYNCHRONIZE |TRACE       |
282|GARDEVOIR |PSYCHIC          |  31| 153|  82|  23| 110| 118|SYNCHRONIZE |TRACE       |
283|SURSKIT   |BUG/WATER        |  51|  59|  78|  14|  55|  12|SWIFT SWIM  |-------     |
284|MASQUERAIN|BUG/FLYING       | 115| 107|  71|  34|  77|  11|INTIMIDATE  |-------     |SILVERPOWDER (rare)
285|SHROOMISH |GRASS            |  79|  29|  38|  15|  64|  70|EFFECT SPORE|-------     |
286|BRELOOM   |GRASS/FIGHTING   |  43|  58| 146|  89|  66|  58|EFFECT SPORE|-------     |
287|SLAKOTH   |NORMAL           |  65|  75|  34|  25|  45|  35|TRUANT      |-------     |
288|VIGOROTH  |NORMAL           |  39|  77|  78|  30| 103| 113|VITAL SPIRIT|-------     |
289|SLAKING   |NORMAL           |  33| 130| 185| 127| 163|  31|TRUANT      |-------     |
290|NINCADA   |BUG/GROUND       |  55|  57|  54|  13|  25|  62|COMPOUNDEYES|-------     |
291|NINJASK   |BUG/FLYING       | 112|  87| 100| 107|  28|  22|SPEED BOOST |-------     |
292|SHEDINJA  |BUG/GHOST        |   1|  96|  19|  63|  24|  33|WONDER GUARD|-------     |
293|WHISMUR   |NORMAL           |  53|  66|  25|  38|  29|  28|SOUNDPROOF  |-------     |CHESTO BERRY (rare)
294|LOUDRED   |NORMAL           |  98|  70|  19|  61|  39|  74|SOUNDPROOF  |-------     |CHESTO BERRY (rare)
295|EXPLOUD   |NORMAL           | 102|  47| 108|  56|  81|  86|SOUNDPROOF  |-------     |CHESTO BERRY (rare)
296|MAKUHITA  |FIGHTING         |  52|  40|  43|  30|  22|  51|THICK FAT   |GUTS        |
297|HARIYAMA  |FIGHTING         | 168|  21|  19| 164|  20|  82|THICK FAT   |GUTS        |KING’S ROCK (rare)
298|AZURILL   |NORMAL           |  43|  32|  23|  28|  38|  26|THICK FAT   |HUGE POWER  |
299|NOSEPASS  |ROCK             | 109|  89|  57|  53|  47|  20|STURDY      |MAGNET PULL |
300|SKITTY    |NORMAL           |  70|  41|  30|  40|  31|  48|CUTE CHARM  |-------     |LEPPA BERRY (rare)
301|DELCATTY  |NORMAL           |  57|  48|  61|  88|  72|  53|CUTE CHARM  |-------     |LEPPA BERRY (rare)
302|SABLEYE   |DARK/GHOST       |  48| 113|  20|  78|  98|  22|KEEN EYE    |-------     |
303|MAWILE    |STEEL            |  38|  25| 124|  28| 108|  57|HYPER CUTTER|INTIMIDATE  |
304|ARON      |STEEL/ROCK       |  57|  14|  63|  87|  93|  15|STURDY      |ROCK HEAD   |HARD STONE (rare)
305|LAIRON    |STEEL/ROCK       |  78|  31| 123|  19|  41| 139|STURDY      |ROCK HEAD   |HARD STONE (rare)
306|AGGRON    |STEEL/ROCK       | 133| 131|  85| 109|  12|  60|STURDY      |ROCK HEAD   |HARD STONE (rare)
307|MEDITITE  |FIGHTING/PSYCHIC |  43|  59|  30|  65|  56|  27|PURE POWER  |-------     |
308|MEDICHAM  |FIGHTING/PSYCHIC | 106|  53| 131|  55|  18|  47|PURE POWER  |-------     |
309|ELECTRIKE |ELECTRIC         |  68|  56|  18|  61|  26|  67|STATIC      |LIGHTNINGROD|
310|MANECTRIC |ELECTRIC         | 125|  33|  82| 114|  53|  68|STATIC      |LIGHTNINGROD|
311|PLUSLE    |ELECTRIC         | 109|  41| 100| 126|  13|  16|PLUS        |-------     |
312|MINUN     |ELECTRIC         |  61|  38|  11|  44|  25| 227|MINUS       |-------     |
313|VOLBEAT   |BUG              | 109|  82|  18|  59|  54|  78|ILLUMINATE  |SWARM       |
314|ILLUMISE  |BUG              |  89|  58| 100|  33| 105|  15|OBLIVIOUS   |-------     |
315|ROSELIA   |GRASS/POISON     |  85|  69|  65|  71|  72|  38|NATURAL CURE|POISON POINT|POISON BARB (rare)
316|GULPIN    |POISON           |  29|  72|  11|  56|  70|  63|LIQUID OOZE |STICKY HOLD |BIG PEARL (rare)
317|SWALOT    |POISON           |  31|  63|  58|  98| 106| 111|LIQUID OOZE |STICKY HOLD |BIG PEARL (rare)
318|CARVANHA  |WATER/DARK       |  86|  12|  81|  30|  79|  17|ROUGH SKIN  |-------     |
319|SHARPEDO  |WATER/DARK       | 105|  40| 115|  19|  59| 123|ROUGH SKIN  |-------     |
320|WAILMER   |WATER            |  85|  62|  37|  46|  92|  78|WATER VEIL  |OBLIVIOUS   |
321|WAILORD   |WATER            |  23|  74| 152|  43| 120|  88|WATER VEIL  |OBLIVIOUS   |
322|NUMEL     |FIRE/GROUND      |  41|  18|  61|  67|  49|  68|OBLIVIOUS   |-------     |RAWST BERRY (100%)
323|CAMERUPT  |FIRE/GROUND      | 150|  30|  73| 107|  46|  54|MAGMA ARMOR |-------     |RAWST BERRY (100%)
324|TORKOAL   |FIRE             | 163|  77|  54|  41|  35|  99|WHITE SMOKE |-------     |
325|SPOINK    |PSYCHIC          |  72|  54|  15|  73|  62|  55|THICK FAT   |OWN TEMPO   |
326|GRUMPIG   |PSYCHIC          |  21| 120|  29| 107| 164|  29|THICK FAT   |OWN TEMPO   |
327|SPINDA    |NORMAL           |  80|  24|  55|  62|  85|  54|OWN TEMPO   |-------     |CHESTO BERRY (rare)
328|TRAPINCH  |GROUND           |  37|  90|  76|  12|  37|  38|HYPER CUTTER|ARENA TRAP  |SOFT SAND (rare)
329|VIBRAVA   |GROUND/DRAGON    |  84|  33|  78|  75|  58|  12|LEVITATE    |LEVITATE    |
330|FLYGON    |GROUND/DRAGON    | 101|  90|  46| 101| 104|  78|LEVITATE    |LEVITATE    |
331|CACNEA    |GRASS            |  81|  25|  52|  63|  40|  75|SAND VEIL   |-------     |POISON BARB (rare)
332|CACTURNE  |GRASS/DARK       | 112|  87|  50|  96| 104|  25|SAND VEIL   |-------     |POISON BARB (rare)
333|SWABLU    |NORMAL/FLYING    |  58|  81|  30|  45|  73|  23|NATURAL CURE|-------     |
334|ALTARIA   |DRAGON/FLYING    | 133|  94|  39| 165|  16|  42|NATURAL CURE|-------     |
335|ZANGOOSE  |NORMAL           |  73| 111|  19| 103|  44| 107|IMMUNITY    |-------     |
336|SEVIPER   |POISON           |  24| 154|  84|  40| 103|  54|SHED SKIN   |-------     |
337|LUNATONE  |ROCK/PSYCHIC     |  92|  38| 104|  18|  99|  88|LEVITATE    |-------     |MOON STONE (rare)
338|SOLROCK   |ROCK/PSYCHIC     |  27|  58| 121|  68| 103|  63|LEVITATE    |-------     |SUN STONE (rare)
339|BARBOACH  |WATER/GROUND     |  26|  38|  67|  39|  65|  53|OBLIVIOUS   |-------     |
340|WHISCASH  |WATER/GROUND     | 111|  28|  70| 118|  72|  68|OBLIVIOUS   |-------     |
341|CORPHISH  |WATER            |  44|  63|  66|  59|  41|  35|HYPER CUTTER|SHELL ARMOR |
342|CRAWDAUNT |WATER/DARK       | 156|  68|  21|  73|  64|  87|HYPER CUTTER|SHELL ARMOR |
343|BALTOY    |GROUND/PSYCHIC   |  22|  37|  39|  61|  68|  73|LEVITATE    |-------     |
344|CLAYDOL   |GROUND/PSYCHIC   | 142|  49|  69|  58| 129|  54|LEVITATE    |-------     |
345|LILEEP    |ROCK/GRASS       |  61|  24|  56|  92|  68|  55|SUCTION CUPS|-------     |
346|CRADILY   |ROCK/GRASS       | 101|  83|  82|  41| 102|  85|SUCTION CUPS|-------     |
347|ANORITH   |ROCK/BUG         |  80|  27|  61|  73|  62|  51|BATTLE ARMOR|-------     |
348|ARMALDO   |ROCK/BUG         |  73| 100| 119|  68|  89|  46|BATTLE ARMOR|-------     |
349|FEEBAS    |WATER            |  37|  35|  21|  33|  41|  33|SWIFT SWIM  |-------     |
350|MILOTIC   |WATER            | 147|  42| 140|  63|  37| 110|MARVEL SCALE|-------     |
351|CASTFORM  |NORMAL           |  25|  97| 110| 121|  14|  54|FORECAST    |-------     |MYSTIC WATER (100%)
352|KECLEON   |NORMAL           | 128|  24| 107|  34|  96|  51|COLOR CHANGE|-------     |PERSIM BERRY (rare)
353|SHUPPET   |GHOST            |  74|  63|  27|  13|  73|  45|INSOMNIA    |-------     |SPELL TAG (rare)
354|BANETTE   |GHOST            |  97|  65|  74|  60|  72|  87|INSOMNIA    |-------     |SPELL TAG (rare)
355|DUSKULL   |GHOST            |  25|  29|  36|  89|  68|  48|LEVITATE    |-------     |SPELL TAG (rare)
356|DUSCLOPS  |GHOST            |  68|  16|  70| 121| 120|  60|PRESSURE    |-------     |SPELL TAG (rare)
357|TROPIUS   |GRASS/FLYING     |  32| 125|  71| 133|  77|  22|CHLOROPHYLL |-------     |
358|CHIMECHO  |PSYCHIC          |  24| 143| 104|  21|  46|  87|LEVITATE    |-------     |
359|ABSOL     |DARK             |  45|  51| 136|  12| 125|  95|PRESSURE    |-------     |
360|WYNAUT    |PSYCHIC          |  30|  62|  27|  43|  52|  46|SHADOW TAG  |-------     |
361|SNORUNT   |ICE              |  65|  35| 100|  16|  31|  53|INNER FOCUS |-------     |
362|GLALIE    |ICE              |  77|  33| 108| 112| 100|  50|INNER FOCUS |-------     |NEVERMELTICE (rare)
363|SPHEAL    |ICE/WATER        |  70|  18|  69|  67|  18|  48|THICK FAT   |-------     |
364|SEALEO    |ICE/WATER        |  47|  79|  65|  84|  38|  96|THICK FAT   |-------     |
365|WALREIN   |ICE/WATER        | 139|  45|  57| 123|  18| 148|THICK FAT   |-------     |
366|CLAMPERL  |WATER            |  51|  55|  60|  50|  63|  66|SHELL ARMOR |-------     |BLUE SHARD (rare)
367|HUNTAIL   |WATER            |  40|  23| 160| 149|  27|  87|SWIFT SWIM  |-------     |
368|GOREBYSS  |WATER            |  58|  81| 121| 107|  13| 105|SWIFT SWIM  |-------     |
369|RELICANTH |WATER/ROCK       |  24|  95| 109|  41| 113| 103|SWIFT SWIM  |ROCK HEAD   |GREEN SHARD (rare)
370|LUVDISC   |WATER            |  29| 107|  46|  91|  20|  38|SWIFT SWIM  |-------     |HEART SCALE (common)
371|BAGON     |DRAGON           |  32|  46|  51|  62|  45|  64|ROCK HEAD   |-------     |DRAGON SCALE (rare)
372|SHELGON   |DRAGON           | 102|  77|  45|  92|  54|  50|ROCK HEAD   |-------     |DRAGON SCALE (rare)
373|SALAMENCE |DRAGON/FLYING    |  64| 185| 150| 121|  58|  22|INTIMIDATE  |-------     |DRAGON SCALE (rare)
374|BELDUM    |STEEL/PSYCHIC    |  73|  55|  16|  51|  60|  45|CLEAR BODY  |-------     |METAL COAT (rare)
375|METANG    |STEEL/PSYCHIC    |  99|  24|  97|  47| 108|  45|CLEAR BODY  |-------     |METAL COAT (rare)
376|METAGROSS |STEEL/PSYCHIC    |  21| 132|  76|  91| 180| 100|CLEAR BODY  |-------     |METAL COAT (rare)
377|REGIROCK  |ROCK             |  74|  28| 136| 125|  96| 121|CLEAR BODY  |-------     |
378|REGICE    |ICE              | 218|  63|  94|  25| 120|  60|CLEAR BODY  |-------     |
379|REGISTEEL |STEEL            | 148|  83|  86|  26| 115| 122|CLEAR BODY  |-------     |
380|LATIAS    |DRAGON/PSYCHIC   |  23|  61| 107|  45| 175| 188|LEVITATE    |-------     |
381|LATIOS    |DRAGON/PSYCHIC   | 126|  27|  35| 186|  91| 134|LEVITATE    |-------     |
382|KYOGRE    |WATER            |  53| 193|  55|  17| 216| 136|DRIZZLE     |-------     |
383|GROUDON   |GROUND           | 223| 111| 118| 186|  19|  14|DROUGHT     |-------     |
384|RAYQUAZA  |DRAGON/FLYING    | 131| 113| 119| 123| 103|  92|AIR LOCK    |-------     |
385|JIRACHI   |STEEL/PSYCHIC    | 164| 144| 105|  94|  14|  80|SERENE GRACE|-------     |STAR PIECE (100%)
386|DEOXYS    |PSYCHIC          |  66| 124| 156|  95|  35| 124|PRESSURE    |-------     |

--Random 2-Evolution Starters--
Set starter 1 to ZUBAT
Set starter 2 to SPHEAL
Set starter 3 to RALTS

Pokemon Movesets: Unchanged.

Trainers: Unchanged.

Wild Pokemon: Unchanged.

Static Pokemon: Unchanged.

TM Moves: Unchanged.

Move Tutor Moves: Unchanged.

------------------------------------------------------------------
Randomization of Fire Red (U) 1.0 completed.
Time elapsed: 676ms
RNG Calls: 2325
------------------------------------------------------------------
